rssi0,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,rssi9,rssi10,rssi11,x,y,label
-76,-81,-59,-89,-89,-71,-96,-83,-86,-78,-91,-86,0,4,H-01
-86,-85,-74,-90,-90,-86,-94,-90,-88,-82,-99,-90,0,4,H-01
-77,-86,-73,-76,-90,-76,-96,-85,-89,-81,-84,-89,0,4,H-01
-82,-81,-67,-80,-83,-72,-88,-84,-86,-80,-90,-99,0,4,H-01
-80,-73,-71,-74,-82,-74,-86,-98,-88,-78,-84,-94,0,4,H-01
-88,-94,-78,-78,-82,-80,-86,-82,-96,-79,-94,-91,0,4,H-01
-81,-90,-60,-84,-84,-80,-90,-81,-87,-77,-92,-93,0,4,H-01
-81,-80,-61,-76,-86,-86,-94,-93,-87,-89,-98,-96,0,4,H-01
-82,-77,-73,-74,-75,-75,-78,-80,-85,-75,-90,-89,0,4,H-01
-84,-78,-80,-77,-80,-81,-82,-91,-92,-82,-82,-90,0,4,H-01
-85,-85,-78,-79,-83,-75,-81,-91,-81,-82,-93,-95,0,4,H-01
-82,-84,-61,-84,-85,-79,-94,-85,-87,-77,-90,-86,0,4,H-01
-86,-79,-70,-76,-82,-69,-86,-84,-89,-78,-96,-93,0,4,H-01
-86,-80,-61,-82,-89,-71,-98,-85,-86,-83,-90,-87,0,4,H-01
-76,-81,-58,-88,-88,-71,-79,-84,-84,-79,-88,-87,0,4,H-01
-88,-77,-70,-76,-85,-77,-81,-88,-85,-81,-87,-89,0,4,H-01
-84,-81,-74,-78,-85,-76,-79,-88,-90,-84,-83,-90,0,4,H-01
-84,-82,-82,-78,-79,-77,-86,-89,-91,-83,-82,-95,0,4,H-01
-87,-77,-76,-79,-78,-74,-80,-87,-92,-81,-92,-92,0,4,H-01
-95,-94,-75,-71,-86,-77,-80,-97,-85,-88,-91,-100,0,4,H-01
-76,-85,-65,-71,-82,-89,-84,-96,-85,-94,-91,-95,0,4,H-01
-92,-79,-73,-74,-75,-75,-78,-80,-85,-75,-90,-90,0,4,H-01
-97,-85,-73,-75,-95,-77,-82,-87,-89,-93,-97,-91,0,4,H-01
-88,-80,-77,-78,-82,-79,-82,-92,-80,-86,-82,-90,0,4,H-01
-78,-84,-96,-72,-86,-81,-78,-95,-90,-88,-94,-90,0,4,H-01
-68,-79,-86,-100,-88,-94,-86,-90,-95,-90,-91,-97,1,0,K-02
-83,-93,-87,-88,-76,-84,-84,-77,-85,-86,-93,-93,1,0,K-02
-70,-70,-76,-85,-92,-84,-86,-74,-98,-99,-94,-100,1,0,K-02
-69,-82,-76,-86,-83,-87,-81,-79,-97,-100,-94,-98,1,0,K-02
-80,-74,-81,-82,-80,-89,-93,-85,-89,-91,-92,-95,1,0,K-02
-95,-90,-84,-80,-81,-82,-90,-84,-96,-89,-92,-93,1,0,K-02
-77,-80,-81,-98,-86,-79,-89,-81,-87,-88,-93,-98,1,0,K-02
