rmse,method,label
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
3.605551275,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
1,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
1,knn,K-11
0,knn,K-11
0,knn,K-11
3.605551275,knn,K-11
1,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
1.414213562,knn,K-11
0,knn,K-11
0,knn,K-11
3.605551275,knn,K-11
0,knn,K-11
0,knn,K-11
3.605551275,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
1,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
1,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
3.605551275,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
3.605551275,knn,K-11
1.414213562,knn,K-11
1,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
1,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
2.236067977,knn,K-11
0,knn,K-11
3.605551275,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
3.605551275,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
0,knn,K-11
1.414213562,knn,K-11
0,knn,K-11
0,knn,K-11
1.414213562,knn,K-11
0,knn,K-11
0,knn,H-01
4.472135955,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
1,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
1,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
2.828427125,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
5,knn,H-01
3.605551275,knn,H-01
0,knn,H-01
1.414213562,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
1,knn,H-01
1,knn,H-01
4.472135955,knn,H-01
0,knn,H-01
0,knn,H-01
4.472135955,knn,H-01
1,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
4,knn,H-01
0,knn,H-01
1,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
1,knn,H-01
0,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
2,knn,H-01
2.828427125,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
1,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
3.16227766,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
1,knn,H-01
4.123105626,knn,H-01
3.16227766,knn,H-01
3.16227766,knn,H-01
1,knn,H-01
0,knn,H-01
4.123105626,knn,H-01
0,knn,H-01
1,knn,H-01
0,knn,H-01
4.472135955,knn,H-01
0,knn,H-01
0,knn,H-01
1,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
4,knn,H-01
4.123105626,knn,H-01
0,knn,H-01
1,knn,H-01
1,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
1,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
3.16227766,knn,H-01
3.16227766,knn,H-01
3.16227766,knn,H-01
5,knn,H-01
0,knn,H-01
4.472135955,knn,H-01
1,knn,H-01
0,knn,H-01
2,knn,H-01
0,knn,H-01
1,knn,H-01
0,knn,H-01
1,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
4.123105626,knn,H-01
0,knn,H-01
0,knn,H-01
1.414213562,knn,H-01
1,knn,H-01
0,knn,H-01
2.236067977,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
1,knn,H-01
1,knn,H-01
4.472135955,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
4.123105626,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
0,knn,H-01
1,knn,H-01
1,knn,H-01
3.16227766,knn,H-01
4.472135955,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
4.472135955,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
4.472135955,knn,H-01
1,knn,H-01
0,knn,H-01
1,knn,H-01
2.236067977,knn,H-01
3.16227766,knn,H-01
4.472135955,knn,H-01
1,knn,H-01
1,knn,H-01
0,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
1,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
1,knn,H-01
0,knn,H-01
1,knn,H-01
4.123105626,knn,H-01
2.236067977,knn,H-01
0,knn,H-01
1.414213562,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
0,knn,H-01
2.828427125,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
1,knn,H-01
4.472135955,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
4.123105626,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
1,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
4.123105626,knn,H-01
1,knn,H-01
1,knn,H-01
1,knn,H-01
4.123105626,knn,H-01
4.472135955,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
1.414213562,knn,H-01
0,knn,H-01
1,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
1.414213562,knn,H-01
3.605551275,knn,H-01
0,knn,H-01
1,knn,H-01
3.16227766,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
1,knn,H-01
0,knn,H-01
0,knn,H-01
2,knn,H-01
0,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
2.236067977,knn,H-01
3.16227766,knn,H-01
0,knn,H-01
3.16227766,knn,H-01
3.16227766,knn,H-01
3.16227766,knn,H-01
1,knn,H-01
0,knn,K-02
1,knn,K-02
1,knn,K-02
2,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
2.236067977,knn,K-02
8.062257748,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
2.236067977,knn,K-02
0,knn,K-02
2.236067977,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
1.414213562,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
2.236067977,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
2,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
1,knn,K-02
2,knn,K-02
0,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
2.236067977,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
1,knn,K-02
1.414213562,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
2.828427125,knn,K-02
2.236067977,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
2.236067977,knn,K-02
0,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
2.236067977,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
2.236067977,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
2,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
2,knn,K-02
2,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
2,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
2.236067977,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
2,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
6.708203932,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
2,knn,K-02
2.236067977,knn,K-02
2,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1.414213562,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
0,knn,K-02
1,knn,K-02
1,knn,K-02
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
1,knn,K-05
1.414213562,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
2.236067977,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
1,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
1,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
1.414213562,knn,K-05
1.414213562,knn,K-05
1.414213562,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
1,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1.414213562,knn,K-05
0,knn,K-05
2.236067977,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
1,knn,K-05
0,knn,K-05
1,knn,K-05
1,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-05
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
2,knn,K-08
1,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
6.08276253,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
6.08276253,knn,K-08
0,knn,K-08
6.08276253,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-08
1,knn,K-08
1.414213562,knn,K-08
0,knn,K-08
1.414213562,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
1,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-08
0,knn,K-08
2.236067977,knn,K-08
6,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
1,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-08
2,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
2.236067977,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
0,knn,K-08
1,knn,K-08
0,knn,K-12
4.123105626,knn,K-12
0,knn,K-12
1,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
4.123105626,knn,K-12
0,knn,K-12
1,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
1.414213562,knn,K-12
4.123105626,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
2,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
3.16227766,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
1,knn,K-12
0,knn,K-12
0,knn,K-12
4.123105626,knn,K-12
0,knn,K-12
0,knn,K-12
2.236067977,knn,K-12
1.414213562,knn,K-12
1.414213562,knn,K-12
0,knn,K-12
4.123105626,knn,K-12
0,knn,K-12
1.414213562,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
3.16227766,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
4.123105626,knn,K-12
2,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
1,knn,K-12
0,knn,K-12
1.414213562,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
2.828427125,knn,K-12
1,knn,K-12
1,knn,K-12
0,knn,K-12
1,knn,K-12
0,knn,K-12
0,knn,K-12
2,knn,K-12
0,knn,K-12
0,knn,K-12
1,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
5.099019514,knn,K-12
4.123105626,knn,K-12
1,knn,K-12
3.16227766,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
4.123105626,knn,K-12
0,knn,K-12
1.414213562,knn,K-12
0,knn,K-12
2,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
2,knn,K-12
0,knn,K-12
0,knn,K-12
1,knn,K-12
0,knn,K-12
0,knn,K-12
2,knn,K-12
1.414213562,knn,K-12
0,knn,K-12
4.123105626,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
5.099019514,knn,K-12
0,knn,K-12
2,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
4.123105626,knn,K-12
0,knn,K-12
1.414213562,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
0,knn,K-12
5.099019514,knn,K-12
